emp_no,first_name,last_name,title,from_date,salary
30599,Divier,Bierman,Senior Engineer,1997-07-17,50174
58136,Lidong,Tsunoo,Engineer,1997-07-17,40000
46853,Aiichiro,Walston,Senior Staff,1997-07-17,64802
405540,Luise,Montemayor,Staff,1997-07-17,42137
35659,Gro,Armand,Staff,1997-07-17,80399
89882,Abdulla,Murrill,Senior Engineer,1997-07-17,64346
44839,Xudong,Greibach,Senior Engineer,1997-07-17,48456
435856,Yurij,Morrow,Senior Staff,1997-07-17,40000
442014,Radhakrishnan,Gajiwala,Senior Engineer,1997-07-17,40000
279480,Yucel,Kilgour,Senior Engineer,1997-07-17,40000
99253,Genki,Maccarone,Staff,1997-07-17,59645
87125,Guenter,Landherr,Senior Staff,1997-07-17,76474
236789,Takanari,Lammel,Engineer,1997-07-17,58529
24062,Satosi,Butner,Technique Leader,1997-07-16,61855
267768,Francesca,Vigier,Senior Engineer,1997-07-16,65660
255515,Pragnesh,Norsworthy,Senior Engineer,1997-07-16,40000
202175,Dzung,Akaboshi,Technique Leader,1997-07-15,54832
443715,Arif,Schonegge,Senior Engineer,1997-07-15,47543
436525,Abdulah,Langford,Senior Engineer,1997-07-15,56029
97494,Mariangiola,Daescu,Senior Engineer,1997-07-15,40000
428207,Taizo,Beausoleil,Senior Staff,1997-07-15,50533
211854,Eishiro,Rosar,Engineer,1997-07-15,40000
10767,Monique,Doering,Staff,1997-07-15,40651
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,40000
218280,Olivera,Gist,Senior Engineer,1997-07-15,40000
83167,Nagui,Chachaty,Senior Staff,1997-07-14,40000
101218,Basil,Huhdanpaa,Technique Leader,1997-07-14,56978
11735,Amalendu,Picci,Senior Staff,1997-07-14,40000
261801,Van,Kinley,Senior Staff,1997-07-14,46750
95507,Idoia,Zultner,Senior Staff,1997-07-14,85615
290287,Teiji,DuCasse,Senior Staff,1997-07-14,40000
282317,Taegyun,Llado,Engineer,1997-07-14,46113
227048,Arco,Cincotta,Engineer,1997-07-14,46956
294883,Paraskevi,Fabrizio,Engineer,1997-07-14,80722
57706,Kolar,Quaggetto,Senior Staff,1997-07-14,48784
64796,Xiadong,Auria,Staff,1997-07-14,66457
297671,Yoshimitsu,Highland,Staff,1997-07-14,63984
57715,Shaibal,Chinen,Staff,1997-07-13,40000
427504,Janalee,Pauthner,Technique Leader,1997-07-13,40000
98047,Gill,Nitsche,Senior Staff,1997-07-13,40000
45645,Hausi,Desikan,Staff,1997-07-13,44932
291421,Eirik,Carrere,Senior Staff,1997-07-13,77974
77856,Basil,Crelier,Staff,1997-07-13,40000
213387,Jacopo,England,Senior Engineer,1997-07-13,61176
453718,Mohan,Kumaresan,Senior Staff,1997-07-13,78042
493638,Xiaoheng,Pulkowski,Senior Staff,1997-07-13,40000
479074,Noritoshi,Mondadori,Staff,1997-07-13,40000
43410,Pranas,Masand,Senior Staff,1997-07-13,42336
468266,Cathie,Wilfing,Engineer,1997-07-13,69862
253096,Taiji,Muhling,Senior Staff,1997-07-13,40000
227271,Yechiam,Osgood,Senior Staff,1997-07-12,40000
428105,Nakhoon,Suessmith,Staff,1997-07-12,68661
97628,Xiaobin,Luck,Senior Engineer,1997-07-12,40000
57919,Eckart,Fiutem,Senior Staff,1997-07-12,74442
463340,Danae,Buchter,Senior Engineer,1997-07-12,69259
459813,Fuqing,Giveon,Senior Engineer,1997-07-12,64066
407008,Remzi,Piveteau,Senior Staff,1997-07-11,78492
472295,Sastry,Molberg,Staff,1997-07-11,95320
481992,Kwan,Bednarek,Senior Engineer,1997-07-11,57800
71220,Nadjib,Peek,Senior Engineer,1997-07-11,57703
490474,Jinxi,Suppi,Senior Staff,1997-07-11,60008
215277,Ewing,Bach,Senior Staff,1997-07-11,66950
491287,Marin,Bodoff,Senior Staff,1997-07-10,48523
482355,Golgen,Kulisch,Senior Engineer,1997-07-10,44636
47740,Tamiya,Linares,Staff,1997-07-10,79333
35832,Elzbieta,Smeets,Technique Leader,1997-07-10,45407
409236,Wilmer,Cannane,Senior Engineer,1997-07-10,40000
457836,Yoshinari,Veeraraghavan,Senior Engineer,1997-07-10,51862
292198,Geoff,Gien,Staff,1997-07-10,91548
449103,Minghong,Mandelberg,Senior Engineer,1997-07-10,44792
405294,Shigenori,Basawa,Senior Staff,1997-07-09,82908
423701,Yinlin,Bellone,Senior Engineer,1997-07-09,41162
233498,Snehasis,Eterovic,Senior Engineer,1997-07-09,40000
281939,Demos,Biran,Senior Engineer,1997-07-09,77086
236910,Jordanka,Orsini,Staff,1997-07-09,65269
218864,Anestis,Taubenfeld,Engineer,1997-07-09,40000
63612,Berto,Foote,Senior Engineer,1997-07-09,50531
269188,Pramod,Szilard,Senior Engineer,1997-07-09,51090
427055,Toong,Rosis,Engineer,1997-07-09,40000
484086,Marsha,Cullers,Senior Staff,1997-07-09,43185
12601,Ghassan,Simkin,Engineer,1997-07-09,41714
19617,Mircea,Landherr,Engineer,1997-07-09,43394
254800,Shaowei,Danley,Senior Staff,1997-07-09,51721
405651,Moty,Ulupinar,Engineer,1997-07-09,40000
61588,Doohun,Byoun,Staff,1997-07-08,65139
33186,Domenick,Hanratty,Senior Engineer,1997-07-08,40000
498464,Shunichi,Eppinger,Senior Staff,1997-07-08,62920
222559,Arvind,Mitina,Senior Staff,1997-07-08,63539
402634,Nidapan,Mukaidono,Senior Engineer,1997-07-08,40000
470200,Dipankar,Rosar,Senior Engineer,1997-07-08,40000
91722,Yonghoan,Dolinsky,Engineer,1997-07-08,40000
25858,Tzu,Hitomi,Engineer,1997-07-08,40000
83726,Premsyl,Chiola,Staff,1997-07-08,40000
482870,Yucel,Zlotek,Engineer,1997-07-08,45297
98586,Kauko,Steenbeek,Senior Engineer,1997-07-08,40000
214364,Kwangho,Siksek,Staff,1997-07-07,61151
263171,Kokou,Gulak,Assistant Engineer,1997-07-07,40000
91107,Fuqing,Hmelo,Senior Staff,1997-07-07,91417
207793,Magdalena,Passafiume,Engineer,1997-07-07,40000
72510,Miomir,Tomescu,Senior Engineer,1997-07-07,69792
263514,Mayuko,Lorie,Senior Engineer,1997-07-07,40000
261695,Giri,Acton,Senior Engineer,1997-07-07,57189
53412,Dipayan,Rassart,Senior Staff,1997-07-07,62301
75891,Przemyslawa,Moffat,Staff,1997-07-07,45509
20558,Toong,Panangaden,Staff,1997-07-07,40000
284572,Piyush,Luan,Senior Staff,1997-07-07,41232
254625,Stevo,Shrader,Senior Engineer,1997-07-07,69721
491562,Ewing,Denis,Senior Staff,1997-07-07,74026
213357,Collette,Businaro,Engineer,1997-07-07,42262
425960,Elliott,Terkki,Senior Staff,1997-07-06,55518
48327,Udaiprakash,Fandrianto,Engineer,1997-07-06,51868
49994,Dhritiman,Ramamoorthy,Engineer,1997-07-06,43953
19771,Aral,Katalagarianos,Staff,1997-07-06,89448
455302,Yaghout,Deverell,Staff,1997-07-06,40000
20367,Bernt,Takanami,Senior Engineer,1997-07-06,40000
429468,Ennio,Walston,Senior Staff,1997-07-06,64437
427075,Berry,Cunliffe,Engineer,1997-07-05,51224
233136,Kauko,Ruther,Senior Staff,1997-07-05,48950
269779,Kazuhisa,Syang,Senior Engineer,1997-07-05,52092
265293,Herbert,Hempstead,Senior Staff,1997-07-05,79470
29389,Takushi,Swist,Senior Staff,1997-07-05,40000
256394,Takahiro,Tagansky,Engineer,1997-07-05,47053
76667,Luisa,Puppe,Senior Staff,1997-07-05,57004
12478,Yahiko,Hopewell,Senior Staff,1997-07-05,50404
253086,Shugo,Huxford,Senior Engineer,1997-07-05,40000
79906,Tomoyuki,Waterhouse,Senior Staff,1997-07-05,53526
408125,Laurentiu,Famili,Senior Staff,1997-07-05,60041
447275,Ranga,Kenevan,Senior Staff,1997-07-05,40000
405888,Leucio,Alpay,Senior Staff,1997-07-05,59958
426786,Tesuro,Choobineh,Engineer,1997-07-05,47513
277639,Greger,Jahnichen,Engineer,1997-07-05,40000
36573,Xuedong,Lakshmanan,Engineer,1997-07-04,40000
88378,Shaz,Rodier,Senior Engineer,1997-07-04,40000
32793,Nathan,Litzler,Assistant Engineer,1997-07-04,55263
284635,Hongzhu,Rodite,Senior Engineer,1997-07-04,48333
109809,Kazuhide,Cherinka,Engineer,1997-07-04,41558
464454,Rosalyn,Anandan,Senior Engineer,1997-07-04,61684
294288,Adel,Lyonns,Technique Leader,1997-07-04,40000
248000,Turgut,Thorensen,Engineer,1997-07-04,40000
15569,Rosalie,Garnick,Senior Staff,1997-07-04,40000
454114,Yuichiro,Openshaw,Senior Engineer,1997-07-04,40000
88060,Emdad,Ferriere,Engineer,1997-07-04,72202
496302,Adas,Plesums,Engineer,1997-07-03,42309
66577,Serap,Reutenauer,Senior Engineer,1997-07-03,40000
484738,Yuriy,Montemayor,Senior Staff,1997-07-03,81593
448957,Lene,Unno,Senior Staff,1997-07-03,40000
494483,Lech,Cannard,Senior Engineer,1997-07-03,40000
425738,Nechama,Rusmann,Senior Engineer,1997-07-03,43695
439493,Almudena,Bednarek,Senior Engineer,1997-07-03,44448
91913,Alain,Hofmeyr,Senior Engineer,1997-07-03,40000
102692,Saniya,Lindenbaum,Staff,1997-07-02,66030
466462,Duke,Pillow,Senior Engineer,1997-07-02,52427
428858,Tua,Lieblein,Senior Staff,1997-07-02,56597
289961,Kitty,Ponthieu,Engineer,1997-07-02,66418
59783,Volkmar,Raczkowsky,Staff,1997-07-02,60047
277187,Arlette,Shinomoto,Staff,1997-07-02,69426
80746,Keiichiro,Jahnichen,Senior Engineer,1997-07-02,53520
248214,Kazuhito,Hennings,Staff,1997-07-02,74048
41013,Shirish,Asrin,Senior Engineer,1997-07-02,40000
272567,Adas,Klerer,Engineer,1997-07-02,51744
405924,Udi,Nooteboom,Engineer,1997-07-02,47731
486630,Tommaso,Mateescu,Senior Staff,1997-07-02,54852
476822,Yongqiao,Merli,Senior Staff,1997-07-01,64177
262451,Baoqiu,Pokrovskii,Assistant Engineer,1997-07-01,40000
475426,Vidya,Eugenio,Senior Engineer,1997-07-01,42708
52291,Kshitij,Erva,Staff,1997-06-30,71789
405258,Hatsukazu,Minakawa,Senior Staff,1997-06-30,40000
255499,Dannz,Engelmann,Staff,1997-06-30,72737
288942,Xiadong,Ramalingam,Senior Staff,1997-06-30,41094
30588,Chandrasekaran,Tokunaga,Staff,1997-06-30,40000
96278,Dipankar,Deyuan,Staff,1997-06-30,70644
274572,Barton,Restivo,Staff,1997-06-30,40000
288229,Shigeo,Clouatre,Staff,1997-06-30,40000
241762,Toney,Tiemann,Senior Engineer,1997-06-30,55417
472096,Lubomir,Ernst,Senior Engineer,1997-06-30,40000
499337,Werner,Antonisse,Senior Staff,1997-06-30,68468
469475,Hein,Munos,Senior Engineer,1997-06-30,40000
109998,Mizuhito,Heping,Staff,1997-06-30,59220
74484,Ramya,Salvesen,Engineer,1997-06-30,76884
208604,Rafail,Gulik,Senior Engineer,1997-06-29,40000
418095,Avishai,Azevdeo,Senior Engineer,1997-06-29,40000
61465,Sumant,Huttel,Staff,1997-06-29,44950
488121,Urs,Schneeberger,Engineer,1997-06-29,40000
280900,Odinaldo,Ramsay,Engineer,1997-06-29,41433
93123,Kirk,Shackel,Senior Engineer,1997-06-29,50787
295222,Gian,Szilard,Senior Staff,1997-06-29,40000
74048,Krister,Mandell,Engineer,1997-06-29,40000
433776,Kauko,Castellani,Senior Engineer,1997-06-29,54621
80727,Margo,Remmers,Senior Staff,1997-06-29,66519
447507,Gro,Kaelbling,Senior Engineer,1997-06-28,40854
227116,Steve,Teitelbaum,Senior Staff,1997-06-28,41912
58959,Younwoo,Gecseg,Senior Staff,1997-06-28,78003
30569,Haldon,Gajiwala,Senior Engineer,1997-06-28,47765
280483,Naraig,Jeong,Senior Staff,1997-06-28,68110
28027,Kagan,Wallrath,Senior Staff,1997-06-28,43739
226466,Atilio,Baek,Senior Staff,1997-06-28,51580
433061,Weiwu,Masada,Senior Staff,1997-06-28,63483
20538,Gro,Hebert,Senior Staff,1997-06-28,61619
224665,Lobel,Castellani,Senior Staff,1997-06-28,40000
297908,Hinrich,Peha,Staff,1997-06-28,84722
445600,Patricia,Schlegelmilch,Senior Engineer,1997-06-28,40000
45601,Rafael,Spell,Engineer,1997-06-27,48687
37039,Dinah,Diderrich,Engineer,1997-06-27,40000
476922,Idoia,Kobuchi,Engineer,1997-06-27,63001
30670,Lillian,Zizka,Staff,1997-06-27,70748
407327,Zdislav,Kaelbling,Engineer,1997-06-27,83366
271135,Chinho,Brattka,Senior Staff,1997-06-26,40000
292651,Khatoun,Zastre,Senior Engineer,1997-06-26,40000
415861,Marla,Dalton,Senior Engineer,1997-06-26,40000
459397,Kersti,Simmen,Senior Engineer,1997-06-26,51976
31824,Remko,Pezzoli,Senior Staff,1997-06-26,85053
30364,Miquel,Byoun,Senior Engineer,1997-06-26,40000
439506,Tetsurou,Wursthorn,Staff,1997-06-26,44512
96099,Roded,Ritzmann,Senior Engineer,1997-06-26,63686
109284,Mingdong,Junot,Engineer,1997-06-26,40000
33205,Matk,Egerstedt,Engineer,1997-06-25,67507
280598,Takanari,Lovengreen,Staff,1997-06-25,40920
34150,Leen,Miculan,Senior Staff,1997-06-25,71615
91204,Wanqing,Shigei,Senior Engineer,1997-06-25,47553
292546,Nectarios,Zastre,Technique Leader,1997-06-25,50397
49625,Shem,Greibach,Senior Staff,1997-06-25,40000
432502,Kerhong,Kalefeld,Engineer,1997-06-25,42595
295922,Tse,Motley,Staff,1997-06-25,51714
424593,Mohammed,Serra,Senior Staff,1997-06-25,67221
37319,Yuguang,Gils,Staff,1997-06-25,46314
244731,Paloma,Krichel,Senior Engineer,1997-06-25,48745
454323,Serenella,Willoner,Senior Staff,1997-06-24,84863
255795,Sashi,Godskesen,Assistant Engineer,1997-06-24,40000
234347,Tomoyuki,Muchinsky,Senior Engineer,1997-06-24,40000
221683,Gritta,Osgood,Senior Engineer,1997-06-24,40000
429642,Kagan,Slutz,Engineer,1997-06-24,40000
90403,Yucel,Gilg,Staff,1997-06-24,57200
243109,Nagui,Barvinok,Senior Engineer,1997-06-24,55539
249797,Arra,Snyers,Staff,1997-06-24,57888
232811,Jinxi,Shanbhogue,Engineer,1997-06-24,67034
57043,Jaber,Falco,Senior Engineer,1997-06-24,40000
251526,Taisook,Tchuente,Staff,1997-06-24,58125
86549,Ute,Itzfeldt,Senior Staff,1997-06-24,95410
20987,Domenick,Rabejac,Senior Staff,1997-06-24,72003
265124,Aemilian,Panienski,Senior Staff,1997-06-24,45708
51909,Baocai,Honglei,Senior Staff,1997-06-23,71607
76373,Duangkaew,Tsunoo,Senior Staff,1997-06-23,40000
12795,Masoud,Fordan,Senior Staff,1997-06-23,56969
480587,Tonia,Trystram,Senior Staff,1997-06-23,50350
221814,Sukumar,Leppanen,Staff,1997-06-23,40000
409920,Maya,Hofman,Engineer,1997-06-23,40000
260285,Foong,Irland,Staff,1997-06-23,46851
59089,Ramya,Zirintsis,Senior Engineer,1997-06-23,65044
418938,Elgin,Vrecion,Senior Staff,1997-06-23,88511
29317,Navin,Conia,Senior Engineer,1997-06-23,40000
442631,Ishfaq,Herbst,Senior Staff,1997-06-23,64392
239873,Mohd,Baaz,Engineer,1997-06-23,47475
299924,Xiaoshan,Stemann,Staff,1997-06-23,40000
440668,Tokuyasu,Plotkin,Senior Engineer,1997-06-22,43507
490109,Kitty,Serre,Senior Engineer,1997-06-22,59552
73868,Moon,Goodrum,Engineer,1997-06-22,79654
208898,Ebru,Homond,Engineer,1997-06-22,58870
47239,Zissis,Schaad,Senior Engineer,1997-06-22,53575
247731,Khatoun,Kopetz,Engineer,1997-06-22,40000
453706,Masoud,Ritcey,Engineer,1997-06-22,54769
51669,Tesuya,Kalefeld,Senior Staff,1997-06-22,40000
438873,Geoffry,Feinberg,Senior Staff,1997-06-22,53531
495238,Georg,Bael,Staff,1997-06-22,61423
48267,Serenella,Validov,Senior Engineer,1997-06-22,83322
202948,Haldon,Bruckman,Staff,1997-06-21,54557
33221,Makato,Demri,Engineer,1997-06-21,40000
478360,Sanjiv,Gilg,Senior Engineer,1997-06-21,47946
83294,Gudjon,Petersohn,Technique Leader,1997-06-21,64722
82678,Poorav,Haldar,Senior Engineer,1997-06-21,42570
29214,Stepehn,Schach,Senior Staff,1997-06-21,47759
289686,Ortrun,Rajala,Senior Staff,1997-06-21,52696
458203,Monique,Fargier,Senior Engineer,1997-06-21,53352
254880,Tran,Rassart,Staff,1997-06-21,77640
442321,Toshimo,Hertweck,Staff,1997-06-21,50459
73855,Greger,Blokdijk,Senior Staff,1997-06-20,70976
488674,Uri,Ressouche,Senior Staff,1997-06-20,52898
43709,Mohua,Munck,Staff,1997-06-20,98736
256961,Aksel,Farrar,Senior Engineer,1997-06-20,56341
232229,Fox,Noriega,Engineer,1997-06-20,74823
41581,Vitali,Azumi,Staff,1997-06-20,40000
231950,Stella,Marchegay,Senior Engineer,1997-06-20,52600
292554,Steen,Heuser,Staff,1997-06-20,54538
74542,Adin,Naumovich,Senior Staff,1997-06-20,74942
236732,Gladys,Thiria,Senior Engineer,1997-06-20,43941
268211,Sverrir,Jansch,Senior Staff,1997-06-20,65855
95279,Djenana,Coorg,Engineer,1997-06-19,40000
13144,Persi,Nollmann,Senior Staff,1997-06-19,52825
462330,Krassimir,Shanbhogue,Senior Staff,1997-06-19,43092
251806,Zhiguo,Chorvat,Senior Engineer,1997-06-19,65002
230970,Alper,Lammel,Senior Engineer,1997-06-19,40000
61180,Nathalie,Sullins,Senior Engineer,1997-06-19,52754
451313,Xiong,Chinin,Senior Engineer,1997-06-19,40000
469806,Renny,Gelosh,Senior Engineer,1997-06-19,40057
101848,Jouko,Kolinko,Senior Staff,1997-06-19,77758
47735,Atilio,Krichel,Senior Staff,1997-06-19,65568
75832,Guiseppe,Sherertz,Engineer,1997-06-19,52362
406304,Kauko,Francisci,Senior Staff,1997-06-18,59941
401022,Zejun,Stanger,Engineer,1997-06-18,40130
13549,Matk,Koprowski,Technique Leader,1997-06-18,40000
418753,Jovan,Matzke,Senior Engineer,1997-06-18,40000
17657,Thanasis,Zucker,Engineer,1997-06-18,43935
211394,Huican,Nicolson,Senior Staff,1997-06-18,40307
45558,Denny,Gulik,Senior Staff,1997-06-18,40000
486288,Behnaam,Ritzmann,Staff,1997-06-18,40000
278332,Mototsugu,Baezner,Engineer,1997-06-18,56905
475327,Arve,Sommer,Engineer,1997-06-18,40000
42681,Radhakrishnan,Molenkamp,Engineer,1997-06-18,54461
294590,Haldon,Validov,Assistant Engineer,1997-06-17,54051
265791,Shem,Gien,Senior Staff,1997-06-17,84542
417381,Paddy,Beausoleil,Staff,1997-06-17,62081
296907,Valery,Wolniewicz,Staff,1997-06-17,40000
269237,Maik,Naudin,Senior Staff,1997-06-17,40490
445220,Florina,Luft,Staff,1997-06-17,58098
47088,Oddvar,Melski,Senior Staff,1997-06-17,56583
100072,Fan,Zeleznik,Engineer,1997-06-17,40248
471079,Kasturi,Swiss,Senior Staff,1997-06-17,61184
454342,Tonia,Jording,Staff,1997-06-17,46157
28838,Steve,Kavraki,Senior Engineer,1997-06-16,43960
102550,Magy,Stassinopoulos,Engineer,1997-06-16,67806
107254,Dmitry,Simmen,Senior Engineer,1997-06-16,40000
100138,Changho,Prenel,Engineer,1997-06-16,43804
11897,Cordelia,Setlzner,Senior Staff,1997-06-16,80049
470343,Godehard,Kaelbling,Engineer,1997-06-16,40000
478355,Nidapan,Waschkowski,Senior Staff,1997-06-15,40000
53328,Terresa,Swan,Senior Engineer,1997-06-15,40000
246264,Stamatina,Fargier,Senior Staff,1997-06-15,70529
72959,Rosita,Wynblatt,Senior Staff,1997-06-15,40000
249719,Xiaoheng,Staudhammer,Staff,1997-06-15,40000
270885,Yuuichi,Veldwijk,Staff,1997-06-15,40000
437264,Zijian,VanScheik,Senior Staff,1997-06-15,68401
466272,Pohua,DeMori,Engineer,1997-06-14,64477
262526,Shaunak,Mateescu,Senior Staff,1997-06-14,40000
439259,Surveyors,Cummings,Senior Engineer,1997-06-14,62530
234703,Deborah,Levasseur,Assistant Engineer,1997-06-14,58316
468717,Dekang,Soloway,Senior Engineer,1997-06-14,42842
65097,Yinlin,Meszaros,Senior Staff,1997-06-14,79554
475039,Kotesh,Ertl,Senior Engineer,1997-06-14,40000
104163,Yishay,Ambroszkiewicz,Senior Staff,1997-06-14,49990
103488,Moheb,Conde,Senior Engineer,1997-06-13,40000
291896,Mart,Decleir,Senior Engineer,1997-06-13,40000
104921,Kellie,Chandrasekhar,Senior Engineer,1997-06-13,47602
281184,Hilari,Tagansky,Senior Engineer,1997-06-13,40000
85811,Dayanand,Bain,Engineer,1997-06-13,60982
235136,Parto,Azuma,Senior Engineer,1997-06-13,43315
437233,Beshir,Stroustrup,Senior Engineer,1997-06-13,76122
269201,Houman,Thiran,Senior Staff,1997-06-13,85018
465956,Arto,Erbe,Engineer,1997-06-13,40000
24215,Feipei,Iivonen,Staff,1997-06-13,70276
429634,Lidong,Azevdeo,Senior Staff,1997-06-13,64413
290226,Satosi,Montemayor,Senior Staff,1997-06-13,40000
415828,Vishv,Feldhoffer,Engineer,1997-06-13,50264
85328,Kien,Kitsuregawa,Senior Engineer,1997-06-12,40000
274011,Breannda,Mawatari,Senior Staff,1997-06-12,48022
445410,Elvia,Brodie,Engineer,1997-06-12,66788
264607,Shaw,Sullins,Engineer,1997-06-12,70842
467904,Gadiel,Eppinger,Senior Engineer,1997-06-12,41858
449139,Moni,Melton,Senior Engineer,1997-06-12,44127
235146,Bader,Marrevee,Senior Staff,1997-06-12,40000
51126,Gully,Zirintsis,Staff,1997-06-12,65520
37896,Kristinn,Hebert,Engineer,1997-06-12,40000
498187,Shaowen,Zielinski,Senior Staff,1997-06-12,48424
429435,Fay,Perin,Senior Staff,1997-06-12,66718
24497,Jackson,Rando,Senior Engineer,1997-06-12,40000
21675,Vishu,Genin,Engineer,1997-06-12,40000
48772,Sanjai,Hoogerwoord,Engineer,1997-06-11,47335
495666,Angus,Kowalchuk,Engineer,1997-06-11,47107
33170,Huiqun,Kroon,Senior Staff,1997-06-11,40000
488336,Elgin,Fraisse,Staff,1997-06-11,67727
50790,Hugo,Serdy,Senior Engineer,1997-06-11,58147
71262,Shigenori,Vecchio,Staff,1997-06-11,40000
486963,Stamatina,Senzako,Engineer,1997-06-11,42702
432973,Zissis,Maccarone,Engineer,1997-06-11,58229
219671,Shir,Markovitch,Engineer,1997-06-11,44536
281282,Mohd,Fadgyas,Senior Staff,1997-06-11,40000
54972,Leon,Underwood,Engineer,1997-06-11,40000
81558,Xiaoheng,Varman,Senior Staff,1997-06-11,54444
264638,Kolar,Melter,Senior Staff,1997-06-10,86908
241887,Sushant,Sewelson,Engineer,1997-06-10,40000
70666,Ronghao,Veeraraghavan,Senior Staff,1997-06-10,73226
207746,LiMin,Etalle,Senior Engineer,1997-06-10,40000
99050,Stevo,Krichel,Senior Staff,1997-06-10,78899
56818,Venkatesan,Imataki,Engineer,1997-06-10,40000
15821,Aleksander,Antonakopoulos,Engineer,1997-06-09,40000
41718,Naraig,Miyakawa,Senior Engineer,1997-06-09,40000
98984,Rosalyn,Ushiama,Senior Staff,1997-06-09,42340
447748,Shooichi,Hammerschmidt,Senior Engineer,1997-06-09,51471
430416,Laurentiu,Malabarba,Senior Engineer,1997-06-09,40000
218504,Adil,Shobatake,Senior Staff,1997-06-09,65027
437409,Emdad,Emmerich,Senior Engineer,1997-06-09,40000
460361,Roddy,Vieth,Staff,1997-06-09,74114
235282,Falguni,Munch,Engineer,1997-06-08,40000
207167,Mohd,Genin,Staff,1997-06-08,55108
84320,Arve,Koyama,Staff,1997-06-08,40000
217078,Parviz,Huhdanpaa,Staff,1997-06-08,45432
81599,Oldrich,Emmerich,Senior Staff,1997-06-08,40830
68005,Hilary,Montresor,Senior Engineer,1997-06-08,56329
451063,Sibyl,Irland,Engineer,1997-06-08,42229
86308,Dipankar,Muhling,Engineer,1997-06-08,40000
89240,Arfst,Ecklund,Engineer,1997-06-08,56730
469293,Phule,Koyama,Senior Staff,1997-06-08,79477
57780,Martial,Androutsos,Senior Staff,1997-06-07,57530
248456,Jinpo,Brender,Senior Staff,1997-06-07,58465
408870,Duke,Molenkamp,Engineer,1997-06-07,47085
485704,Adit,Murtha,Senior Engineer,1997-06-07,53562
44060,Luigi,Brattka,Engineer,1997-06-07,40000
461769,Bodo,Birge,Senior Engineer,1997-06-07,66139
461990,Jacopo,Norsworthy,Senior Staff,1997-06-07,66172
472504,Nobuyoshi,Riefers,Senior Staff,1997-06-07,52285
485189,Sigeru,Kemmerer,Engineer,1997-06-07,40000
40169,Remco,Isaac,Senior Staff,1997-06-07,74199
58460,Mart,Wixon,Senior Staff,1997-06-07,64850
485009,Fei,Baer,Senior Engineer,1997-06-07,49868
439849,Kamakshi,Undy,Engineer,1997-06-07,40000
430461,Fan,Lichtner,Senior Staff,1997-06-07,64209
264161,Arun,Montemayor,Staff,1997-06-07,40000
98628,Radhika,Bahl,Senior Engineer,1997-06-06,40000
490581,Greger,Ghemri,Senior Staff,1997-06-06,83610
417826,Dung,Portugali,Engineer,1997-06-06,72056
42553,Felicidad,Slutz,Senior Engineer,1997-06-06,40000
412886,Masamitsu,Bala,Staff,1997-06-06,47796
94704,Rimon,Thombley,Senior Engineer,1997-06-06,43336
